Brett Guthrie,Male,Caucasian/White,1964,null,null,2009,2021,Kentucky
Brian Babin,Male,Caucasian/White,1948,null,null,2015,2021,Texas
Brian Fitzpatrick,Male,Caucasian/White,1973,null,null,2017,2021,Pennsylvania
Brian Higgins,Male,Caucasian/White,1959,null,null,2005,2021,New York
Bryan Steil,Male,Caucasian/White,1981,null,null,2019,2021,Wisconsin
Buddy Carter,Male,Caucasian/White,1957,null,null,2015,2021,Georgia
Carol Miller,Female,Caucasian/White,1950,null,null,2019,2021,West Virginia
Carolyn Maloney,Female,Caucasian/White,1946,null,null,1993,2021,New York
Cathy McMorris Rodgers,Female,Caucasian/White,1969,null,null,2005,2021,Washington
Charlie Crist,Male,Caucasian/White,1956,null,null,2017,2021,Florida
Chellie Pingree,Female,Caucasian/White,1955,null,null,2009,2021,Maine
Cheri Bustos,Female,Caucasian/White,1961,null,null,2013,2021,Illinois
Chip Roy,Male,Caucasian/White,1972,null,null,2019,2021,Texas
Chris Jacobs,Male,Caucasian/White,1966,null,null,2020,2021,New York
Chris Pappas,Male,Caucasian/White,1980,null,null,2019,2021,New Hampshire
Chris Smith,Male,Caucasian/White,1953,null,null,1981,2021,New Jersey
Chris Stewart,Male,Caucasian/White,1960,null,null,2013,2021,Utah
Chrissy Houlahan,Female,Caucasian/White,1967,null,null,2019,2021,Pennsylvania
Chuck Fleischmann,Male,Caucasian/White,1962,null,null,2011,2021,Tennessee
Cindy Axne,Female,Caucasian/White,1965,null,null,2019,2021,Iowa
Clay Higgins,Male,Caucasian/White,1961,null,null,2017,2021,Louisiana
Collin Peterson,Male,Caucasian/White,1944,null,null,1991,2021,Minnesota
Conor Lamb,Male,Caucasian/White,1984,null,null,2018,2021,Pennsylvania
Dan Bishop,Male,Caucasian/White,1964,null,null,2019,2021,North Carolina
Dan Crenshaw,Male,Caucasian/White,1984,null,null,2019,2021,Texas
Dan Kildee,Male,Caucasian/White,1958,null,null,2013,2021,Michigan
Dan Lipinski,Male,Caucasian/White,1966,null,null,2005,2021,Illinois
Dan Meuser,Male,Caucasian/White,1964,null,null,2019,2021,Pennsylvania
Dan Newhouse,Male,Caucasian/White,1955,null,null,2015,2021,Washington
Daniel Webster,Male,Caucasian/White,1949,null,null,2011,2021,Florida
Darin LaHood,Male,Caucasian/White,1968,null,null,2015,2021,Illinois
Dave Loebsack,Male,Caucasian/White,1952,null,null,2007,2021,Iowa
David Cicilline,Male,Caucasian/White,1961,null,null,2011,2021,Rhode Island
David Joyce,Male,Caucasian/White,1957,null,null,2013,2021,Ohio
David Kustoff,Male,Caucasian/White,1966,null,null,2017,2021,Tennessee
David McKinley,Male,Caucasian/White,1947,null,null,2011,2021,West Virginia
David Price,Male,Caucasian/White,1940,null,null,1997,2021,North Carolina
David Rouzer,Male,Caucasian/White,1972,null,null,2015,2021,North Carolina
David Trone,Male,Caucasian/White,1955,null,null,2019,2021,Maryland
Dean Phillips,Male,Caucasian/White,1969,null,null,2019,2021,Minnesota
