Robert Evander McNair,M,Caucasian/White,1923,null,null,1965,1971,South Carolina
John C. West,M,Caucasian/White,1922,null,null,1971,1975,South Carolina
James B. Edwards,M,Caucasian/White,1927,null,null,1975,1979,South Carolina
Richard Riley,M,Caucasian/White,1933,null,null,1979,1987,South Carolina
Carroll A. Campbell Jr.,M,Caucasian/White,1940,null,null,1987,1995,South Carolina
David Beasley,M,Caucasian/White,1957,null,null,1995,1999,South Carolina
Jim Hodges,M,Caucasian/White,1956,null,null,1999,2003,South Carolina
Mark Sanford,M,Caucasian/White,1960,null,null,2003,2011,South Carolina
Nikki Haley,F,Asian/Pacific Islander,1972,null,null,2011,2017,South Carolina
Henry McMaster,M,Caucasian/White,1947,null,null,2017,2021,South Carolina
Frank Farrar,M,Caucasian/White,1929,null,null,1969,1971,South Dakota
Dick Kneip,M,Caucasian/White,1933,null,null,1971,1978,South Dakota
Harvey L. Wollman,M,Caucasian/White,1935,null,null,1978,1979,South Dakota
Bill Janklow,M,Caucasian/White,1939,null,null,1979,1987,South Dakota
George S. Mickelson,M,Caucasian/White,1941,null,null,1987,1993,South Dakota
Walter Dale Miller,M,Caucasian/White,1925,null,null,1993,1995,South Dakota
Bill Janklow,M,Caucasian/White,1939,null,null,1995,2003,South Dakota
Mike Rounds,M,Caucasian/White,1954,null,null,2003,2011,South Dakota
Dennis Daugaard,M,Caucasian/White,1953,null,null,2011,2019,South Dakota
Kristi Noem,F,Caucasian/White,1971,null,null,2019,2021,South Dakota
Buford Ellington,M,Caucasian/White,1907,null,null,1967,1971,Tennessee
Winfield Dunn,M,Caucasian/White,1927,null,null,1971,1975,Tennessee
Ray Blanton,M,Caucasian/White,1930,null,null,1975,1979,Tennessee
Lamar Alexander,M,Caucasian/White,1940,null,null,1979,1987,Tennessee
Ned McWherter,M,Caucasian/White,1930,null,null,1987,1995,Tennessee
Don Sundquist,M,Caucasian/White,1936,null,null,1995,2003,Tennessee
Phil Bredesen,M,Caucasian/White,1943,null,null,2003,2011,Tennessee
Bill Haslam,M,Caucasian/White,1958,null,null,2011,2019,Tennessee
Bill Lee,M,Caucasian/White,1959,null,null,2019,2021,Tennessee
Preston Smith,M,Caucasian/White,1912,null,null,1969,1973,Texas
Dolph Briscoe,M,Caucasian/White,1923,null,null,1973,1979,Texas
Bill Clements ,M,Caucasian/White,1917,null,null,1979,1983,Texas
Mark White,M,Caucasian/White,1940,null,null,1983,1987,Texas
Bill Clements,M,Caucasian/White,1917,null,null,1987,1991,Texas
Ann Richards,F,Caucasian/White,1933,null,null,1991,1995,Texas
George W. Bush,M,Caucasian/White,1946,null,null,1995,2000,Texas
Rick Perry,M,Caucasian/White,1950,null,null,2000,2015,Texas
Greg Abbott,M,Caucasian/White,1957,null,null,2015,2021,Texas
Calvin L. Rampton,M,Caucasian/White,1913,null,null,1965,1977,Utah
Scott M. Matheson,M,Caucasian/White,1929,null,null,1977,1985,Utah
Norman H. Bangerter,M,Caucasian/White,1933,null,null,1985,1993,Utah
Mike Leavitt,M,Caucasian/White,1951,null,null,1993,2003,Utah
Olene Walker,F,Caucasian/White,1930,null,null,2003,2005,Utah
Jon Huntsman Jr.,M,Caucasian/White,1960,null,null,2005,2009,Utah
Gary Herbert,M,Caucasian/White,1947,null,null,2009,2021,Utah
Spencer Cox,M,Caucasian/White,1975,null,null,2021,2022,Utah
Deane C. Davis,M,Caucasian/White,1900,null,null,1969,1973,Vermont
Thomas P. Salmon,M,Caucasian/White,1932,null,null,1973,1977,Vermont
Richard A. Snelling,M,Caucasian/White,1927,null,null,1977,1985,Vermont
Madeleine Kunin,F,Caucasian/White,1933,null,null,1985,1991,Vermont
Richard A. Snelling,M,Caucasian/White,1927,null,null,1991,1991,Vermont
Howard Dean,M,Caucasian/White,1948,null,null,1991,2003,Vermont
Jim Douglas,M,Caucasian/White,1951,null,null,2003,2011,Vermont
Peter Shumlin,M,Caucasian/White,1956,null,null,2011,2017,Vermont
Phil Scott,M,Caucasian/White,1958,null,null,2017,2021,Vermont
Mills Godwin,M,Caucasian/White,1914,null,null,1966,1970,Virginia
Linwood Holton,M,Caucasian/White,1923,null,null,1970,1974,Virginia
Mills Godwin,M,Caucasian/White,1914,null,null,1974,1978,Virginia
John Dalton,M,Caucasian/White,1931,null,null,1978,1982,Virginia
Chuck Robb,M,Caucasian/White,1939,null,null,1982,1986,Virginia
Gerald Baliles,M,Caucasian/White,1940,null,null,1986,1990,Virginia
Douglas Wilder,M,Black/African American,1931,null,null,1990,1994,Virginia
George Allen,M,Caucasian/White,1952,null,null,1994,1998,Virginia
Jim Gilmore,M,Caucasian/White,1949,null,null,1998,2002,Virginia
Mark Warner,M,Caucasian/White,1954,null,null,2002,2006,Virginia
Tim Kaine,M,Caucasian/White,1958,null,null,2006,2010,Virginia
Bob McDonnell,M,Caucasian/White,1954,null,null,2010,2014,Virginia
Terry McAuliffe,M,Caucasian/White,1957,null,null,2014,2018,Virginia
Ralph Northam,M,Caucasian/White,1959,null,null,2018,2021,Virginia
Daniel J. Evans,M,Caucasian/White,1925,null,null,1965,1977,Washington
Dixy Lee Ray,F,Caucasian/White,1914,null,null,1977,1981,Washington
John Spellman,M,Caucasian/White,1926,null,null,1981,1985,Washington
Booth Gardner,M,Caucasian/White,1936,null,null,1985,1993,Washington
Mike Lowry,M,Caucasian/White,1939,null,null,1993,1997,Washington
Gary Locke,M,Asian/Pacific Islander,1950,null,null,1997,2005,Washington
Christine Gregoire,F,Caucasian/White,1947,null,null,2005,2013,Washington
Jay Inslee,M,Caucasian/White,1951,null,null,2013,2021,Washington
Arch A. Moore Jr.,M,Caucasian/White,1923,null,null,1969,1977,West Virginia
Jay Rockefeller,M,Caucasian/White,1937,null,null,1977,1985,West Virginia
Arch A. Moore Jr.,M,Caucasian/White,1923,null,null,1985,1989,West Virginia
Gaston Caperton,M,Caucasian/White,1940,null,null,1989,1997,West Virginia
Cecil H. Underwood,M,Caucasian/White,1922,null,null,1997,2001,West Virginia
Bob Wise,M,Caucasian/White,1948,null,null,2001,2005,West Virginia
Joe Manchin,M,Caucasian/White,1947,null,null,2005,2010,West Virginia
Earl Ray Tomblin,M,Caucasian/White,1952,null,null,2010,2011,West Virginia
Jim Justice,M,Caucasian/White,1951,null,null,2017,2021,West Virginia
Warren P. Knowles,M,Caucasian/White,1908,null,null,1965,1971,Wisconsin
Patrick J. Lucey,M,Caucasian/White,1918,null,null,1971,1977,Wisconsin
Martin J. Schreiber,M,Caucasian/White,1939,null,null,1977,1979,Wisconsin
Lee S. Dreyfus,M,Caucasian/White,1926,null,null,1979,1983,Wisconsin
Anthony S. Earl,M,Caucasian/White,1936,null,null,1983,1987,Wisconsin
Tommy Thompson,M,Caucasian/White,1941,null,null,1987,2001,Wisconsin
Scott McCallum,M,Caucasian/White,1950,null,null,2001,2003,Wisconsin
Jim Doyle,M,Caucasian/White,1945,null,null,2003,2011,Wisconsin
Scott Walker,M,Caucasian/White,1967,null,null,2011,2019,Wisconsin
Tony Evers,M,Caucasian/White,1951,null,null,2019,2021,Wisconsin
Stanley K. Hathaway,M,Caucasian/White,1924,null,null,1967,1975,Wyoming
Edgar J. Herschler,M,Caucasian/White,1918,null,null,1975,1987,Wyoming
Mike Sullivan,M,Caucasian/White,1939,null,null,1987,1995,Wyoming
Jim Geringer,M,Caucasian/White,1944,null,null,1995,2003,Wyoming
Dave Freudenthal,M,Caucasian/White,1950,null,null,2003,2011,Wyoming
Matt Mead,M,Caucasian/White,1962,null,null,2011,2019,Wyoming
Mark Gordon,M,Caucasian/White,1957,null,null,2019,2021,Wyoming
